"","nlocs","scheme","ratio","change"
"516",280,"random",1,"0%"
"517",290,"grid",1,"0%"
"518",290,"random",1,"0%"
"519",300,"grid",1,"0%"
"520",300,"random",1,"0%"
"521",50,"grid",0.909090909090909,"10%"
"522",50,"random",0.979020979020979,"10%"
"523",60,"grid",1,"10%"
"524",60,"random",0.956937799043062,"10%"
"525",70,"grid",0.909090909090909,"10%"
"526",70,"random",0.909090909090909,"10%"
"527",80,"grid",1.02766798418972,"10%"
"528",80,"random",0.909090909090909,"10%"
"529",90,"grid",1.01818181818182,"10%"
"530",90,"random",1.01398601398601,"10%"
"531",100,"grid",0.96969696969697,"10%"
"532",100,"random",1.06719367588933,"10%"
"533",110,"grid",1.06060606060606,"10%"
"534",110,"random",1.10047846889952,"10%"
"535",120,"grid",1.0427807486631,"10%"
"536",120,"random",1.07744107744108,"10%"
"537",130,"grid",0.991735537190083,"10%"
"538",130,"random",1.03896103896104,"10%"
"539",140,"grid",1.01239669421488,"10%"
"540",140,"random",1.05708245243129,"10%"
"541",150,"grid",1.04545454545455,"10%"
"542",150,"random",0.933014354066986,"10%"
"543",160,"grid",1.03305785123967,"10%"
"544",160,"random",1.03636363636364,"10%"
"545",170,"grid",0.980392156862745,"10%"
"546",170,"random",0.995670995670995,"10%"
"547",180,"grid",1.07438016528926,"10%"
"548",180,"random",1.04631217838765,"10%"
"549",190,"grid",1,"10%"
"550",190,"random",0.970724191063174,"10%"
"551",200,"grid",0.970724191063174,"10%"
"552",200,"random",0.973111395646607,"10%"
"553",210,"grid",1.01694915254237,"10%"
"554",210,"random",1.00313479623824,"10%"
"555",220,"grid",1.04477611940298,"10%"
"556",220,"random",0.976430976430976,"10%"
"557",230,"grid",1.08288770053476,"10%"
"558",230,"random",0.965909090909091,"10%"
"559",240,"grid",1.04477611940298,"10%"
"560",240,"random",0.972222222222222,"10%"
"561",250,"grid",1.01398601398601,"10%"
"562",250,"random",0.997067448680352,"10%"
"563",260,"grid",1.02564102564103,"10%"
"564",260,"random",0.975609756097561,"10%"
"565",270,"grid",0.930735930735931,"10%"
"566",270,"random",0.985761226725082,"10%"
"567",280,"grid",1.06951871657754,"10%"
"568",280,"random",1.02132435465769,"10%"
"569",290,"grid",1.01479915433404,"10%"
"570",290,"random",1.0310421286031,"10%"
"571",300,"grid",1.01123595505618,"10%"
"572",300,"random",0.978354978354978,"10%"
"573",50,"grid",1.01190476190476,"20%"
"574",50,"random",0.961538461538461,"20%"
"575",60,"grid",1.04166666666667,"20%"
"576",60,"random",0.921052631578947,"20%"
"577",70,"grid",0.868055555555555,"20%"
"578",70,"random",0.946969696969697,"20%"
"579",80,"grid",1.05072463768116,"20%"
"580",80,"random",0.860215053763441,"20%"
"581",90,"grid",1,"20%"
"582",90,"random",1.02564102564103,"20%"
"583",100,"grid",1,"20%"
"584",100,"random",1.05072463768116,"20%"
"585",110,"grid",1.08333333333333,"20%"
"586",110,"random",1.14035087719298,"20%"
"587",120,"grid",1.02941176470588,"20%"
"588",120,"random",1.17283950617284,"20%"
"589",130,"grid",0.946969696969697,"20%"
"590",130,"random",1,"20%"
"591",140,"grid",1.02272727272727,"20%"
"592",140,"random",1.0077519379845,"20%"
"593",150,"grid",1.10416666666667,"20%"
"594",150,"random",0.942982456140351,"20%"
"595",160,"grid",1.04166666666667,"20%"
"596",160,"random",1,"20%"
"597",170,"grid",0.996732026143791,"20%"
"598",170,"random",1.11111111111111,"20%"
"599",180,"grid",1.03030303030303,"20%"
"600",180,"random",1.02201257861635,"20%"
"601",190,"grid",1.03333333333333,"20%"
"602",190,"random",1.00282485875706,"20%"
"603",200,"grid",0.974576271186441,"20%"
"604",200,"random",0.974178403755868,"20%"
"605",210,"grid",1.01694915254237,"20%"
"606",210,"random",1.00574712643678,"20%"
"607",220,"grid",1.05721393034826,"20%"
"608",220,"random",1.00308641975309,"20%"
"609",230,"grid",1.06617647058824,"20%"
"610",230,"random",1.02864583333333,"20%"
"611",240,"grid",1.08208955223881,"20%"
"612",240,"random",0.960648148148148,"20%"
"613",250,"grid",1.02564102564103,"20%"
"614",250,"random",0.976702508960573,"20%"
"615",260,"grid",1.01495726495726,"20%"
"616",260,"random",0.985772357723577,"20%"
"617",270,"grid",0.962301587301587,"20%"
"618",270,"random",0.963855421686747,"20%"
"619",280,"grid",1.08823529411765,"20%"
"620",280,"random",1.02880658436214,"20%"
"621",290,"grid",0.988372093023256,"20%"
"622",290,"random",1.07723577235772,"20%"
"623",300,"grid",0.964419475655431,"20%"
"624",300,"random",0.976190476190476,"20%"
"625",50,"grid",0.989010989010989,"30%"
"626",50,"random",1.00591715976331,"30%"
"627",60,"grid",1.03846153846154,"30%"
"628",60,"random",0.850202429149797,"30%"
"629",70,"grid",0.993589743589743,"30%"
"630",70,"random",1.01398601398601,"30%"
"631",80,"grid",1.10367892976589,"30%"
"632",80,"random",0.794044665012407,"30%"
"633",90,"grid",1.04615384615385,"30%"
"634",90,"random",1.03550295857988,"30%"
"635",100,"grid",0.948717948717948,"30%"
"636",100,"random",1.00334448160535,"30%"
"637",110,"grid",1.02564102564103,"30%"
"638",110,"random",1.09311740890688,"30%"
"639",120,"grid",1.15384615384615,"30%"
"640",120,"random",1.1965811965812,"30%"
"641",130,"grid",0.944055944055944,"30%"
"642",130,"random",1.01098901098901,"30%"
"643",140,"grid",1.01398601398601,"30%"
"644",140,"random",0.930232558139535,"30%"
"645",150,"grid",1.09615384615385,"30%"
"646",150,"random",0.951417004048583,"30%"
"647",160,"grid",0.996503496503496,"30%"
"648",160,"random",1,"30%"
"649",170,"grid",0.995475113122172,"30%"
"650",170,"random",1.08058608058608,"30%"
